UF;Nome_Mesorregião;ID_Município;Nome_Município;LONGITUDE;LATITUDE;País;População;Capital;PraçaPrincipal
RO;Leste Rondoniense;1100015;Alta Floresta D'Oeste;-61,999824;-11,93554;Brasil;22.853;Não;NÃO
RO;Leste Rondoniense;1100379;Alto Alegre dos Parecis;-61,853077;-12,131777;Brasil;12.263;Não;NÃO
RO;Leste Rondoniense;1100403;Alto Paraíso;-63,317629;-9,716667;Brasil;17.463;Não;NÃO
RO;Leste Rondoniense;1100346;Alvorada D'Oeste;-62,277275;-11,34413;Brasil;13.837;Não;NÃO
RO;Leste Rondoniense;1100023;Ariquemes;-63,033269;-9,908463;Brasil;108.573;Não;NÃO
RO;Madeira-Guaporé;1100452;Buritis;-63,829679;-10,209805;Brasil;30.729;Não;NÃO
RO;Leste Rondoniense;1100031;Cabixi;-60,544314;-13,499763;Brasil;5.690;Não;NÃO
RO;Leste Rondoniense;1100601;Cacaulândia;-62,90319;-10,338873;Brasil;4.345;Não;NÃO
RO;Leste Rondoniense;1100049;Cacoal;-61,442944;-11,433865;Brasil;97.637;Não;NÃO
RO;Madeira-Guaporé;1100700;Campo Novo de Rondônia;-63,624991;-10,568416;Brasil;9.225;Não;NÃO
RO;Madeira-Guaporé;1100809;Candeias do Jamari;-63,70002;-8,785021;Brasil;24.163;Não;NÃO
RO;Leste Rondoniense;1100908;Castanheiras;-61,949161;-11,426842;Brasil;3.456;Não;NÃO
RO;Leste Rondoniense;1100056;Cerejeiras;-60,818426;-13,195033;Brasil;16.975;Não;NÃO
RO;Leste Rondoniense;1100924;Chupinguaia;-60,901848;-12,556841;Brasil;10.129;Não;NÃO
RO;Leste Rondoniense;1100064;Colorado do Oeste;-60,555067;-13,130564;Brasil;16.588;Não;NÃO
RO;Leste Rondoniense;1100072;Corumbiara;-60,948701;-12,99752;Brasil;8.001;Não;NÃO
RO;Madeira-Guaporé;1100080;Costa Marques;-64,231654;-12,436014;Brasil;13.522;Não;NÃO
RO;Madeira-Guaporé;1100940;Cujubim;-62,587175;-9,378193;Brasil;15.883;Não;NÃO
RO;Leste Rondoniense;1100098;Espigão D'Oeste;-61,020173;-11,528555;Brasil;32.717;Não;NÃO
RO;Leste Rondoniense;1101005;Governador Jorge Teixeira;-62,740458;-10,612072;Brasil;8.420;Não;NÃO
RO;Madeira-Guaporé;1100106;Guajará-Mirim;-65,323952;-10,773884;Brasil;43.553;Não;NÃO
RO;Madeira-Guaporé;1101104;Itapuã do Oeste;-63,182337;-9,191872;Brasil;9.209;Não;NÃO
RO;Leste Rondoniense;1100114;Jaru;-62,476231;-10,435949;Brasil;55.583;Não;NÃO
RO;Leste Rondoniense;1100122;Ji-Paraná;-61,945095;-10,882051;Brasil;139.359;Não;SIM
RO;Leste Rondoniense;1100130;Machadinho D'Oeste;-61,999593;-9,425562;Brasil;34.063;Não;NÃO
RO;Leste Rondoniense;1101203;Ministro Andreazza;-61,518922;-11,196238;Brasil;6.657;Não;NÃO
RO;Leste Rondoniense;1101302;Mirante da Serra;-62,669427;-11,045609;Brasil;9.740;Não;NÃO
RO;Leste Rondoniense;1101401;Monte Negro;-63,295559;-10,263098;Brasil;12.241;Não;NÃO
RO;Leste Rondoniense;1100148;Nova Brasilândia D'Oeste;-62,30823;-11,721325;Brasil;16.504;Não;NÃO
RO;Madeira-Guaporé;1100338;Nova Mamoré;-65,329149;-10,411771;Brasil;28.496;Não;NÃO
RO;Leste Rondoniense;1101435;Nova União;-62,555089;-10,915532;Brasil;6.577;Não;NÃO
RO;Leste Rondoniense;1100502;Novo Horizonte do Oeste;-61,994388;-11,709743;Brasil;8.056;Não;NÃO
RO;Leste Rondoniense;1100155;Ouro Preto do Oeste;-62,261055;-10,723574;Brasil;38.681;Não;NÃO
RO;Leste Rondoniense;1101450;Parecis;-61,597998;-12,179827;Brasil;4.390;Não;NÃO
RO;Leste Rondoniense;1100189;Pimenta Bueno;-61,183666;-11,677537;Brasil;39.053;Não;NÃO
RO;Leste Rondoniense;1101468;Pimenteiras do Oeste;-61,044379;-13,476562;Brasil;2.311;Não;NÃO
RO;Madeira-Guaporé;1100205;Porto Velho;-63,831446;-8,768892;Brasil;514.873;Sim;SIM
RO;Leste Rondoniense;1100254;Presidente Médici;-61,909439;-11,173205;Brasil;20.518;Não;NÃO
RO;Leste Rondoniense;1101476;Primavera de Rondônia;-61,316546;-11,825707;Brasil;3.279;Não;NÃO
RO;Leste Rondoniense;1100262;Rio Crespo;-62,90001;-9,705537;Brasil;3.753;Não;NÃO
RO;Leste Rondoniense;1100288;Rolim de Moura;-61,785781;-11,722259;Brasil;62.559;Não;NÃO
RO;Leste Rondoniense;1100296;Santa Luzia D'Oeste;-61,773305;-11,908423;Brasil;7.877;Não;NÃO
RO;Leste Rondoniense;1101484;São Felipe D'Oeste;-61,512508;-11,914389;Brasil;5.605;Não;NÃO
RO;Madeira-Guaporé;1101492;São Francisco do Guaporé;-63,570865;-12,063798;Brasil;17.511;Não;NÃO
RO;Leste Rondoniense;1100320;São Miguel do Guaporé;-62,720063;-11,69949;Brasil;22.267;Não;NÃO
RO;Leste Rondoniense;1101500;Seringueiras;-63,038761;-11,767117;Brasil;12.954;Não;NÃO
RO;Leste Rondoniense;1101559;Teixeirópolis;-62,255922;-10,932169;Brasil;4.536;Não;NÃO
RO;Leste Rondoniense;1101609;Theobroma;-62,345146;-10,248731;Brasil;8.540;Não;NÃO
RO;Leste Rondoniense;1101708;Urupá;-62,370632;-11,128545;Brasil;11.377;Não;NÃO
RO;Leste Rondoniense;1101757;Vale do Anari;-62,176823;-9,851393;Brasil;8.265;Não;NÃO
RO;Leste Rondoniense;1101807;Vale do Paraíso;-62,13439;-10,431053;Brasil;6.843;Não;NÃO
RO;Leste Rondoniense;1100304;Vilhena;-60,138584;-12,741373;Brasil;108.528;Não;NÃO
AC;Vale do Acre;1200013;Acrelândia;-67,052317;-10,073794;Brasil;14.657;Não;NÃO
AC;Vale do Acre;1200054;Assis Brasil;-69,563459;-10,942866;Brasil;8.573;Não;NÃO
AC;Vale do Acre;1200104;Brasiléia;-68,747943;-11,016411;Brasil;27.841;Não;NÃO
AC;Vale do Acre;1200138;Bujari;-67,951859;-9,82002;Brasil;13.766;Não;NÃO
AC;Vale do Acre;1200179;Capixaba;-67,673508;-10,569768;Brasil;10.922;Não;NÃO
AC;Vale do Juruá;1200203;Cruzeiro do Sul;-72,672531;-7,63069;Brasil;98.382;Não;NÃO
AC;Vale do Acre;1200252;Epitaciolândia;-68,744868;-11,02824;Brasil;19.739;Não;NÃO
AC;Vale do Juruá;1200302;Feijó;-70,353984;-8,160248;Brasil;37.644;Não;NÃO
AC;Vale do Juruá;1200328;Jordão;-71,950875;-9,193358;Brasil;9.787;Não;NÃO
AC;Vale do Juruá;1200336;Mâncio Lima;-72,916501;-7,593223;Brasil;20.329;Não;NÃO
AC;Vale do Acre;1200344;Manoel Urbano;-69,259945;-8,836318;Brasil;12.776;Não;NÃO
AC;Vale do Juruá;1200351;Marechal Thaumaturgo;-72,790266;-8,953591;Brasil;17.951;Não;NÃO
AC;Vale do Acre;1200385;Plácido de Castro;-67,18826;-10,335133;Brasil;17.127;Não;NÃO
AC;Vale do Acre;1200807;Porto Acre;-67,54059;-9,600858;Brasil;17.455;Não;NÃO
AC;Vale do Juruá;1200393;Porto Walter;-72,742334;-8,266666;Brasil;11.275;Não;NÃO
AC;Vale do Acre;1200401;Rio Branco;-67,810529;-9,978299;Brasil;387.852;Sim;SIM
AC;Vale do Juruá;1200427;Rodrigues Alves;-72,647855;-7,733602;Brasil;15.537;Não;NÃO
AC;Vale do Acre;1200435;Santa Rosa do Purus;-70,486497;-9,443407;Brasil;7.143;Não;NÃO
AC;Vale do Acre;1200500;Sena Madureira;-68,655684;-9,06534;Brasil;43.916;Não;NÃO
AC;Vale do Acre;1200450;Senador Guiomard;-67,743172;-10,148174;Brasil;22.352;Não;NÃO
AC;Vale do Juruá;1200609;Tarauacá;-70,755501;-8,155669;Brasil;46.517;Não;NÃO
AC;Vale do Acre;1200708;Xapuri;-68,506295;-10,652072;Brasil;19.090;Não;NÃO
AM;Centro Amazonense;1300029;Alvarães;-64,813535;-3,216584;Brasil;16.670;Não;NÃO
AM;Sudoeste Amazonense;1300060;Amaturá;-68,209615;-3,366805;Brasil;11.411;Não;NÃO
AM;Centro Amazonense;1300086;Anamã;-61,405903;-3,57637;Brasil;10.318;Não;NÃO
AM;Centro Amazonense;1300102;Anori;-61,658955;-3,745386;Brasil;17.932;Não;NÃO
AM;Sul Amazonense;1300144;Apuí;-59,885666;-7,19787;Brasil;21.735;Não;NÃO
AM;Sudoeste Amazonense;1300201;Atalaia do Norte;-70,187989;-4,366157;Brasil;15.892;Não;NÃO
AM;Centro Amazonense;1300300;Autazes;-59,133567;-3,578664;Brasil;45.328;Não;NÃO
AM;Norte Amazonense;1300409;Barcelos;-62,92567;-0,972801;Brasil;18.626;Não;NÃO
AM;Centro Amazonense;1300508;Barreirinha;-57,06775;-2,79815;Brasil;33.436;Não;NÃO
AM;Sudoeste Amazonense;1300607;Benjamin Constant;-70,027348;-4,374989;Brasil;40.509;Não;NÃO
AM;Centro Amazonense;1300631;Beruri;-61,371571;-3,894513;Brasil;22.136;Não;NÃO
AM;Centro Amazonense;1300680;Boa Vista do Ramos;-57,587707;-2,971727;Brasil;25.769;Não;NÃO
AM;Sul Amazonense;1300706;Boca do Acre;-67,399578;-8,751243;Brasil;38.246;Não;NÃO
AM;Sul Amazonense;1300805;Borba;-59,594559;-4,39062;Brasil;34.879;Não;NÃO
AM;Centro Amazonense;1300839;Caapiranga;-61,211334;-3,330093;Brasil;14.310;Não;NÃO
AM;Sul Amazonense;1300904;Canutama;-64,394231;-6,529106;Brasil;17.885;Não;NÃO
AM;Sudoeste Amazonense;1301001;Carauari;-66,896635;-4,881666;Brasil;30.892;Não;NÃO
AM;Centro Amazonense;1301100;Careiro;-60,36381;-3,822447;Brasil;32.442;Não;NÃO
AM;Centro Amazonense;1301159;Careiro da Várzea;-59,826314;-3,197397;Brasil;19.809;Não;NÃO
AM;Centro Amazonense;1301209;Coari;-63,142184;-4,084219;Brasil;73.820;Não;NÃO
AM;Centro Amazonense;1301308;Codajás;-62,06343;-3,843046;Brasil;24.451;Não;NÃO
AM;Sudoeste Amazonense;1301407;Eirunepé;-69,86629;-6,667353;Brasil;35.534;Não;NÃO
AM;Sudoeste Amazonense;1301506;Envira;-70,030413;-7,439818;Brasil;17.920;Não;NÃO
AM;Sudoeste Amazonense;1301605;Fonte Boa;-66,096503;-2,512271;Brasil;27.875;Não;NÃO
AM;Sudoeste Amazonense;1301654;Guajará;-72,582431;-7,547774;Brasil;14.332;Não;NÃO
AM;Sul Amazonense;1301704;Humaitá;-63,026698;-7,512225;Brasil;62.312;Não;NÃO
AM;Sudoeste Amazonense;1301803;Ipixuna;-71,694418;-7,05098;Brasil;25.458;Não;NÃO
AM;Centro Amazonense;1301852;Iranduba;-60,193388;-3,281054;Brasil;67.114;Não;NÃO
AM;Centro Amazonense;1301902;Itacoatiara;-58,440175;-3,140379;Brasil;112.520;Não;NÃO
AM;Sudoeste Amazonense;1301951;Itamarati;-68,247917;-6,437799;Brasil;11.730;Não;NÃO
AM;Centro Amazonense;1302009;Itapiranga;-58,034546;-2,741843;Brasil;10.805;Não;NÃO
AM;Norte Amazonense;1302108;Japurá;-66,996903;-1,880845;Brasil;9.397;Não;NÃO
AM;Sudoeste Amazonense;1302207;Juruá;-66,063042;-3,47489;Brasil;11.152;Não;NÃO
AM;Sudoeste Amazonense;1302306;Jutaí;-66,771328;-2,744646;Brasil;27.656;Não;NÃO
AM;Sul Amazonense;1302405;Lábrea;-64,794773;-7,261947;Brasil;48.927;Não;NÃO
AM;Centro Amazonense;1302504;Manacapuru;-60,620589;-3,298278;Brasil;110.691;Não;NÃO
AM;Centro Amazonense;1302553;Manaquiri;-60,458881;-3,42908;Brasil;17.009;Não;NÃO
AM;Centro Amazonense;1302603;Manaus;-60,023335;-3,134691;Brasil;2.279.686;Sim;SIM
AM;Sul Amazonense;1302702;Manicoré;-61,299248;-5,813205;Brasil;57.758;Não;NÃO
AM;Norte Amazonense;1302801;Maraã;-65,574284;-1,866437;Brasil;15.843;Não;NÃO
AM;Centro Amazonense;1302900;Maués;-57,715034;-3,386428;Brasil;65.714;Não;NÃO
AM;Centro Amazonense;1303007;Nhamundá;-56,71677;-2,188984;Brasil;21.106;Não;NÃO
AM;Centro Amazonense;1303106;Nova Olinda do Norte;-59,093074;-3,887593;Brasil;28.267;Não;NÃO
AM;Norte Amazonense;1303205;Novo Airão;-60,948811;-2,623432;Brasil;16.467;Não;NÃO
AM;Sul Amazonense;1303304;Novo Aripuanã;-60,377046;-5,122669;Brasil;24.987;Não;NÃO
AM;Centro Amazonense;1303403;Parintins;-56,736292;-2,627053;Brasil;101.956;Não;NÃO
AM;Sul Amazonense;1303502;Pauini;-67,002097;-7,714044;Brasil;20.232;Não;NÃO
AM;Centro Amazonense;1303536;Presidente Figueiredo;-60,025647;-2,058429;Brasil;33.004;Não;NÃO
AM;Centro Amazonense;1303569;Rio Preto da Eva;-59,704738;-2,693302;Brasil;25.723;Não;NÃO
AM;Norte Amazonense;1303601;Santa Isabel do Rio Negro;-65,020023;-0,416695;Brasil;14.176;Não;NÃO
AM;Sudoeste Amazonense;1303700;Santo Antônio do Içá;-67,946485;-3,107486;Brasil;30.448;Não;NÃO
AM;Norte Amazonense;1303809;São Gabriel da Cachoeira;-67,083643;-0,136463;Brasil;56.406;Não;NÃO
AM;Sudoeste Amazonense;1303908;São Paulo de Olivença;-68,944853;-3,46651;Brasil;35.196;Não;NÃO
AM;Centro Amazonense;1303957;São Sebastião do Uatumã;-57,870346;-2,570153;Brasil;12.247;Não;NÃO
AM;Centro Amazonense;1304005;Silves;-58,214801;-2,836427;Brasil;12.404;Não;NÃO
AM;Sudoeste Amazonense;1304062;Tabatinga;-69,946244;-4,231884;Brasil;72.283;Não;NÃO
AM;Sul Amazonense;1304104;Tapauá;-63,187095;-5,624224;Brasil;20.501;Não;NÃO
AM;Centro Amazonense;1304203;Tefé;-64,70842;-3,348372;Brasil;79.278;Não;NÃO
AM;Sudoeste Amazonense;1304237;Tonantins;-67,776482;-2,861091;Brasil;20.224;Não;NÃO
AM;Centro Amazonense;1304260;Uarini;-65,155346;-2,983609;Brasil;15.278;Não;NÃO
AM;Centro Amazonense;1304302;Urucará;-57,759828;-2,536612;Brasil;19.505;Não;NÃO
AM;Centro Amazonense;1304401;Urucurituba;-58,159641;-3,134633;Brasil;25.592;Não;NÃO
RR;Norte de Roraima;1400050;Alto Alegre;-61,314022;2,993823;Brasil;23.049;Não;NÃO
RR;Norte de Roraima;1400027;Amajari;-61,42059;3,652118;Brasil;15.583;Não;NÃO
RR;Norte de Roraima;1400100;Boa Vista;-60,670533;2,816682;Brasil;470.169;Sim;SIM
RR;Norte de Roraima;1400159;Bonfim;-59,878007;3,350289;Brasil;15.222;Não;NÃO
RR;Norte de Roraima;1400175;Cantá;-60,602063;2,607666;Brasil;20.552;Não;NÃO
RR;Sul de Roraima;1400209;Caracaraí;-61,149177;1,803871;Brasil;22.443;Não;NÃO
RR;Sul de Roraima;1400233;Caroebe;-59,69481;0,872675;Brasil;11.708;Não;NÃO
RR;Sul de Roraima;1400282;Iracema;-61,052259;2,168215;Brasil;10.778;Não;NÃO
RR;Sul de Roraima;1400308;Mucajaí;-60,911519;2,479772;Brasil;19.619;Não;NÃO
RR;Norte de Roraima;1400407;Normandia;-59,635206;3,882978;Brasil;15.744;Não;NÃO
RR;Norte de Roraima;1400456;Pacaraima;-61,147306;4,475259;Brasil;22.104;Não;NÃO
RR;Sul de Roraima;1400472;Rorainópolis;-60,42506;0,937195;Brasil;36.747;Não;NÃO
RR;Sul de Roraima;1400506;São João da Baliza;-59,906044;0,947157;Brasil;9.727;Não;NÃO
RR;Sul de Roraima;1400605;São Luiz;-60,028267;1,018112;Brasil;7.777;Não;NÃO
RR;Norte de Roraima;1400704;Uiramutã;-60,195716;4,58544;Brasil;15.571;Não;NÃO
PA;Nordeste Paraense;1500107;Abaetetuba;-48,884404;-1,72347;Brasil;170.999;Não;NÃO
PA;Sudeste Paraense;1500131;Abel Figueiredo;-48,396762;-4,951391;Brasil;6.302;Não;NÃO
PA;Nordeste Paraense;1500206;Acará;-48,200456;-1,963437;Brasil;62.701;Não;NÃO
PA;Marajó;1500305;Afuá;-50,391428;-0,159172;Brasil;40.246;Não;NÃO
PA;Sudeste Paraense;1500347;Água Azul do Norte;-50,485275;-6,804949;Brasil;17.960;Não;NÃO
PA;Baixo Amazonas;1500404;Alenquer;-54,740862;-1,951398;Brasil;74.836;Não;NÃO
PA;Baixo Amazonas;1500503;Almeirim;-52,576835;-1,527339;Brasil;36.334;Não;NÃO
PA;Sudoeste Paraense;1500602;Altamira;-52,214376;-3,20566;Brasil;136.982;Não;NÃO
PA;Marajó;1500701;Anajás;-49,945001;-0,984451;Brasil;30.003;Não;NÃO
PA;Metropolitana de Belém;1500800;Ananindeua;-48,372067;-1,368714;Brasil;507.838;Não;NÃO
PA;Sudoeste Paraense;1500859;Anapu;-51,201622;-3,476105;Brasil;34.947;Não;NÃO
PA;Nordeste Paraense;1500909;Augusto Corrêa;-46,641646;-1,022921;Brasil;47.596;Não;NÃO
PA;Nordeste Paraense;1500958;Aurora do Pará;-47,556175;-2,129376;Brasil;24.321;Não;NÃO
PA;Sudoeste Paraense;1501006;Aveiro;-55,330734;-3,605595;Brasil;19.223;Não;NÃO
PA;Marajó;1501105;Bagre;-50,221987;-1,889808;Brasil;34.633;Não;NÃO
PA;Nordeste Paraense;1501204;Baião;-49,672753;-2,791962;Brasil;55.949;Não;NÃO
PA;Sudeste Paraense;1501253;Bannach;-50,406047;-7,351072;Brasil;4.252;Não;NÃO
PA;Metropolitana de Belém;1501303;Barcarena;-48,627073;-1,505767;Brasil;137.331;Não;NÃO
PA;Metropolitana de Belém;1501402;Belém;-48,487826;-1,459845;Brasil;1.398.531;Sim;SIM
PA;Baixo Amazonas;1501451;Belterra;-54,942675;-2,64902;Brasil;18.954;Não;NÃO
PA;Metropolitana de Belém;1501501;Benevides;-48,241836;-1,361438;Brasil;68.191;Não;NÃO
PA;Sudeste Paraense;1501576;Bom Jesus do Tocantins;-48,59904;-5,047363;Brasil;18.958;Não;NÃO
PA;Nordeste Paraense;1501600;Bonito;-47,305892;-1,367474;Brasil;12.998;Não;NÃO
PA;Nordeste Paraense;1501709;Bragança;-46,765754;-1,053524;Brasil;131.679;Não;NÃO
PA;Sudoeste Paraense;1501725;Brasil Novo;-52,543441;-3,297804;Brasil;26.606;Não;NÃO
PA;Sudeste Paraense;1501758;Brejo Grande do Araguaia;-48,40576;-5,707296;Brasil;6.985;Não;NÃO
PA;Sudeste Paraense;1501782;Breu Branco;-49,56988;-3,778135;Brasil;47.351;Não;NÃO
PA;Marajó;1501808;Breves;-50,480895;-1,690737;Brasil;115.051;Não;NÃO
PA;Metropolitana de Belém;1501907;Bujaru;-48,035875;-1,513991;Brasil;25.112;Não;NÃO
PA;Marajó;1502004;Cachoeira do Arari;-48,960668;-1,008786;Brasil;25.243;Não;NÃO
PA;Nordeste Paraense;1501956;Cachoeira do Piriá;-46,547391;-1,752897;Brasil;19.578;Não;NÃO
PA;Nordeste Paraense;1502103;Cametá;-49,49783;-2,246838;Brasil;143.837;Não;NÃO
PA;Sudeste Paraense;1502152;Canaã dos Carajás;-49,848958;-6,532197;Brasil;86.629;Não;NÃO
PA;Nordeste Paraense;1502202;Capanema;-47,175126;-1,192442;Brasil;74.808;Não;NÃO
PA;Nordeste Paraense;1502301;Capitão Poço;-47,062825;-1,746187;Brasil;59.960;Não;NÃO
PA;Metropolitana de Belém;1502400;Castanhal;-47,926643;-1,295757;Brasil;207.603;Não;SIM
PA;Marajó;1502509;Chaves;-49,989319;-0,162437;Brasil;21.487;Não;NÃO
PA;Nordeste Paraense;1502608;Colares;-48,288728;-0,932091;Brasil;13.526;Não;NÃO
PA;Sudeste Paraense;1502707;Conceição do Araguaia;-49,264501;-8,264864;Brasil;47.099;Não;NÃO
PA;Nordeste Paraense;1502756;Concórdia do Pará;-47,949887;-1,984521;Brasil;28.287;Não;NÃO
PA;Sudeste Paraense;1502764;Cumaru do Norte;-50,771578;-7,811107;Brasil;14.937;Não;NÃO
PA;Sudeste Paraense;1502772;Curionópolis;-49,602214;-6,09682;Brasil;20.859;Não;NÃO
PA;Marajó;1502806;Curralinho;-49,791523;-1,809423;Brasil;36.451;Não;NÃO
PA;Baixo Amazonas;1502855;Curuá;-55,119679;-1,889929;Brasil;14.834;Não;NÃO
PA;Nordeste Paraense;1502905;Curuçá;-47,851265;-0,732496;Brasil;44.413;Não;NÃO
PA;Sudeste Paraense;1502939;Dom Eliseu;-47,555915;-4,290778;Brasil;62.322;Não;NÃO
PA;Sudeste Paraense;1502954;Eldorado do Carajás;-49,373952;-6,103525;Brasil;29.425;Não;NÃO
PA;Baixo Amazonas;1503002;Faro;-56,745753;-2,172975;Brasil;9.125;Não;NÃO
PA;Sudeste Paraense;1503044;Floresta do Araguaia;-49,697578;-7,558701;Brasil;18.565;Não;NÃO
PA;Nordeste Paraense;1503077;Garrafão do Norte;-47,045046;-1,931697;Brasil;25.552;Não;NÃO
PA;Sudeste Paraense;1503093;Goianésia do Pará;-49,101045;-3,842468;Brasil;27.059;Não;NÃO
PA;Marajó;1503101;Gurupá;-51,643696;-1,404918;Brasil;33.922;Não;NÃO
PA;Nordeste Paraense;1503200;Igarapé-Açu;-47,622375;-1,124322;Brasil;37.855;Não;NÃO
PA;Nordeste Paraense;1503309;Igarapé-Miri;-48,962299;-1,983116;Brasil;68.955;Não;NÃO
PA;Metropolitana de Belém;1503408;Inhangapi;-47,913393;-1,426582;Brasil;10.754;Não;NÃO
PA;Nordeste Paraense;1503457;Ipixuna do Pará;-47,499718;-2,557529;Brasil;30.158;Não;NÃO
PA;Nordeste Paraense;1503507;Irituia;-47,440756;-1,771475;Brasil;32.698;Não;NÃO
PA;Sudoeste Paraense;1503606;Itaituba;-55,990049;-4,263729;Brasil;133.684;Não;NÃO
PA;Sudeste Paraense;1503705;Itupiranga;-49,324426;-5,128837;Brasil;52.187;Não;NÃO
PA;Sudoeste Paraense;1503754;Jacareacanga;-57,76634;-6,223552;Brasil;26.006;Não;NÃO
PA;Sudeste Paraense;1503804;Jacundá;-49,112782;-4,448405;Brasil;38.391;Não;NÃO
PA;Baixo Amazonas;1503903;Juruti;-56,094998;-2,155253;Brasil;53.952;Não;NÃO
PA;Nordeste Paraense;1504000;Limoeiro do Ajuru;-49,381534;-1,891949;Brasil;31.778;Não;NÃO
PA;Nordeste Paraense;1504059;Mãe do Rio;-47,55229;-2,047707;Brasil;37.048;Não;NÃO
PA;Nordeste Paraense;1504109;Magalhães Barata;-47,599182;-0,79585;Brasil;8.428;Não;NÃO
PA;Sudeste Paraense;1504208;Marabá;-49,142025;-5,352606;Brasil;288.513;Não;SIM
PA;Nordeste Paraense;1504307;Maracanã;-47,455268;-0,762419;Brasil;27.207;Não;NÃO
PA;Nordeste Paraense;1504406;Marapanim;-47,702549;-0,712151;Brasil;28.105;Não;NÃO
PA;Metropolitana de Belém;1504422;Marituba;-48,340536;-1,346417;Brasil;118.998;Não;NÃO
PA;Sudoeste Paraense;1504455;Medicilândia;-52,888345;-3,445417;Brasil;28.633;Não;NÃO
PA;Marajó;1504505;Melgaço;-50,717465;-1,803447;Brasil;29.846;Não;NÃO
PA;Nordeste Paraense;1504604;Mocajuba;-49,509023;-2,582873;Brasil;28.821;Não;NÃO
PA;Nordeste Paraense;1504703;Moju;-48,767199;-1,885889;Brasil;90.795;Não;NÃO
PA;Baixo Amazonas;1504752;Mojuí dos Campos;0;0;Brasil;25.312;Não;NÃO
PA;Baixo Amazonas;1504802;Monte Alegre;-54,073375;-2,003328;Brasil;63.641;Não;NÃO
PA;Marajó;1504901;Muaná;-49,216832;-1,530026;Brasil;48.955;Não;NÃO
PA;Nordeste Paraense;1504950;Nova Esperança do Piriá;-46,962093;-2,267626;Brasil;21.259;Não;NÃO
PA;Sudeste Paraense;1504976;Nova Ipixuna;-49,079887;-4,923086;Brasil;14.417;Não;NÃO
PA;Nordeste Paraense;1505007;Nova Timboteua;-47,393202;-1,204144;Brasil;13.204;Não;NÃO
PA;Sudoeste Paraense;1505031;Novo Progresso;-55,41987;-7,034836;Brasil;36.518;Não;NÃO
PA;Sudeste Paraense;1505064;Novo Repartimento;-49,948638;-4,248149;Brasil;63.754;Não;NÃO
PA;Baixo Amazonas;1505106;Óbidos;-55,516324;-1,909235;Brasil;55.271;Não;NÃO
PA;Nordeste Paraense;1505205;Oeiras do Pará;-49,855106;-2,004734;Brasil;36.377;Não;NÃO
PA;Baixo Amazonas;1505304;Oriximiná;-55,8628;-1,763754;Brasil;72.460;Não;NÃO
PA;Nordeste Paraense;1505403;Ourém;-47,117619;-1,548947;Brasil;18.675;Não;NÃO
PA;Sudeste Paraense;1505437;Ourilândia do Norte;-51,090833;-6,740617;Brasil;34.905;Não;NÃO
PA;Sudoeste Paraense;1505486;Pacajá;-50,634841;-3,830306;Brasil;43.594;Não;NÃO
PA;Sudeste Paraense;1505494;Palestina do Pará;-48,321794;-5,749934;Brasil;7.086;Não;NÃO
PA;Sudeste Paraense;1505502;Paragominas;-47,356962;-2,994191;Brasil;112.843;Não;NÃO
PA;Sudeste Paraense;1505536;Parauapebas;-49,900781;-6,07273;Brasil;298.854;Não;NÃO
PA;Sudeste Paraense;1505551;Pau D'Arco;-50,048276;-7,836794;Brasil;7.296;Não;NÃO
PA;Nordeste Paraense;1505601;Peixe-Boi;-47,317927;-1,189569;Brasil;8.651;Não;NÃO
PA;Sudeste Paraense;1505635;Piçarra;-48,868401;-6,453676;Brasil;13.341;Não;NÃO
PA;Baixo Amazonas;1505650;Placas;-54,216968;-3,867316;Brasil;18.772;Não;NÃO
PA;Marajó;1505700;Ponta de Pedras;-48,871786;-1,3966;Brasil;25.767;Não;NÃO
PA;Marajó;1505809;Portel;-50,82249;-1,936451;Brasil;66.898;Não;NÃO
PA;Baixo Amazonas;1505908;Porto de Moz;-52,242477;-1,74609;Brasil;43.673;Não;NÃO
PA;Baixo Amazonas;1506005;Prainha;-53,481814;-1,805695;Brasil;38.318;Não;NÃO
PA;Nordeste Paraense;1506104;Primavera;-47,117251;-0,940112;Brasil;11.332;Não;NÃO
PA;Nordeste Paraense;1506112;Quatipuru;-47,006787;-0,900116;Brasil;11.870;Não;NÃO
PA;Sudeste Paraense;1506138;Redenção;-50,029642;-8,027605;Brasil;91.947;Não;NÃO
PA;Sudeste Paraense;1506161;Rio Maria;-50,046411;-7,311115;Brasil;19.129;Não;NÃO
PA;Sudeste Paraense;1506187;Rondon do Pará;-48,069974;-4,777822;Brasil;56.593;Não;NÃO
PA;Sudoeste Paraense;1506195;Rurópolis;-54,905862;-4,099065;Brasil;37.360;Não;NÃO
PA;Nordeste Paraense;1506203;Salinópolis;-47,35312;-0,623638;Brasil;48.168;Não;NÃO
PA;Marajó;1506302;Salvaterra;-48,513187;-0,754526;Brasil;25.441;Não;NÃO
PA;Metropolitana de Belém;1506351;Santa Bárbara do Pará;-48,297741;-1,229439;Brasil;22.288;Não;NÃO
PA;Marajó;1506401;Santa Cruz do Arari;-49,171616;-0,659974;Brasil;7.654;Não;NÃO
PA;Metropolitana de Belém;1506500;Santa Izabel do Pará;-48,16306;-1,297396;Brasil;78.317;Não;NÃO
PA;Nordeste Paraense;1506559;Santa Luzia do Pará;-46,906169;-1,518828;Brasil;21.217;Não;NÃO
